BodyweightKg,BestSquatKg,BestDeadliftKg,RelativeSquatStrength,RelativeDeadliftStrength,Equipment_Raw,Equipment_Single-ply,Equipment_Wraps,Sex_M,AgeCategoryEncoded
61.95,70.0,125.0,1.1299435028248588,2.0177562550443904,0.0,0.0,1.0,1.0,5.0
58.5,196.0,222.5,3.3504273504273505,3.8034188034188032,1.0,0.0,0.0,1.0,1.0
73.42,120.0,155.0,1.6344320348678834,2.1111413783710162,1.0,0.0,0.0,1.0,6.0
79.1,187.5,185.0,2.370417193426043,2.338811630847029,1.0,0.0,0.0,1.0,2.0
60.7,90.0,120.0,1.4827018121911038,1.9769357495881383,1.0,0.0,0.0,1.0,2.0
72.26,85.0,137.5,1.1763077774702462,1.9028508164959865,1.0,0.0,0.0,1.0,4.0
119.1,155.0,185.0,1.3014273719563392,1.5533165407220824,0.0,0.0,1.0,0.0,5.0
104.05,237.5,250.0,2.2825564632388278,2.402691013935608,1.0,0.0,0.0,1.0,2.0
75.07,156.49,154.22,2.084587718129746,2.0543492740109235,0.0,0.0,1.0,0.0,4.0
41.87,70.0,140.0,1.6718414139001674,3.3436828278003348,1.0,0.0,0.0,1.0,4.0
72.45,210.0,220.0,2.898550724637681,3.036576949620428,1.0,0.0,0.0,1.0,1.0
108.73,247.5,262.5,2.276280695300285,2.41423710107606,1.0,0.0,0.0,0.0,2.0
74.8,117.5,140.0,1.570855614973262,1.8716577540106953,1.0,0.0,0.0,0.0,1.0
53.0,132.5,112.5,2.5,2.1226415094339623,1.0,0.0,0.0,0.0,0.0
60.0,137.5,142.5,2.2916666666666665,2.375,1.0,0.0,0.0,0.0,2.0
74.0,180.0,202.5,2.4324324324324325,2.7364864864864864,0.0,0.0,1.0,1.0,1.0
97.5,215.0,220.0,2.2051282051282053,2.2564102564102564,1.0,0.0,0.0,0.0,4.0
66.18,105.0,145.0,1.5865820489573887,2.190994258084013,1.0,0.0,0.0,1.0,3.0
65.8,220.0,262.5,3.3434650455927053,3.9893617021276597,1.0,0.0,0.0,1.0,1.0
91.9,165.0,185.0,1.795429815016322,2.0130576713819366,0.0,0.0,1.0,0.0,0.0
78.1,75.0,115.0,0.9603072983354675,1.47247119078105,1.0,0.0,0.0,1.0,3.0
81.9,272.5,282.5,3.327228327228327,3.449328449328449,1.0,0.0,0.0,1.0,3.0
78.47,172.5,205.0,2.1982923410220465,2.6124633617943163,0.0,0.0,1.0,1.0,3.0
60.55,170.0,195.0,2.8075970272502064,3.2204789430222958,0.0,1.0,0.0,1.0,1.0
101.8,162.5,200.0,1.5962671905697445,1.9646365422396856,1.0,0.0,0.0,1.0,2.0
99.79,158.76,167.83,1.5909409760497042,1.6818318468784448,1.0,0.0,0.0,1.0,5.0
66.2,175.0,230.0,2.6435045317220545,3.4743202416918426,1.0,0.0,0.0,1.0,1.0
98.07,210.0,277.5,2.1413276231263385,2.8296115019883756,0.0,0.0,1.0,1.0,2.0
59.2,152.5,157.5,2.5760135135135136,2.660472972972973,1.0,0.0,0.0,0.0,3.0
81.35,180.0,200.0,2.212661339889367,2.4585125998770745,1.0,0.0,0.0,1.0,1.0
72.55,82.5,125.0,1.137146795313577,1.722949689869056,1.0,0.0,0.0,1.0,2.0
64.86,92.5,125.0,1.4261486278137527,1.9272278754239902,1.0,0.0,0.0,0.0,3.0
102.35,195.0,235.0,1.905227161700049,2.2960429897410846,1.0,0.0,0.0,0.0,2.0
74.5,195.0,235.0,2.61744966442953,3.1543624161073827,0.0,1.0,0.0,1.0,1.0
129.6,280.0,265.0,2.160493827160494,2.044753086419753,1.0,0.0,0.0,0.0,2.0
96.4,200.0,175.0,2.0746887966804977,1.8153526970954357,1.0,0.0,0.0,0.0,6.0
187.0,415.0,305.0,2.2192513368983957,1.6310160427807487,1.0,0.0,0.0,1.0,2.0
82.4,202.5,242.5,2.45752427184466,2.9429611650485437,0.0,1.0,0.0,1.0,2.0
96.07,227.5,250.0,2.368064952638701,2.6022691787238474,0.0,1.0,0.0,1.0,2.0
80.5,92.5,130.0,1.1490683229813665,1.6149068322981366,0.0,0.0,0.0,1.0,4.0
74.5,160.0,165.0,2.1476510067114094,2.214765100671141,1.0,0.0,0.0,1.0,2.0
64.7,117.5,137.5,1.8160741885625966,2.125193199381762,1.0,0.0,0.0,1.0,2.0
88.81,135.0,187.5,1.5200990879405472,2.11124873325076,1.0,0.0,0.0,1.0,2.0
88.5,210.0,212.5,2.3728813559322033,2.401129943502825,0.0,0.0,1.0,0.0,1.0
122.5,265.0,285.0,2.163265306122449,2.326530612244898,1.0,0.0,0.0,1.0,3.0
61.5,110.0,142.5,1.7886178861788617,2.317073170731707,0.0,0.0,1.0,1.0,3.0
68.76,202.5,232.5,2.945026178010471,3.381326352530541,0.0,1.0,0.0,1.0,2.0
42.56,60.0,97.5,1.4097744360902256,2.2908834586466162,1.0,0.0,0.0,1.0,1.0
81.04,230.0,247.5,2.8381046396841065,3.054047384007897,1.0,0.0,0.0,1.0,2.0
125.3,202.5,240.0,1.6161213088587392,1.9154030327214686,0.0,0.0,1.0,1.0,4.0
78.3,137.5,150.0,1.7560664112388251,1.9157088122605366,0.0,0.0,1.0,1.0,3.0
63.96,145.0,200.0,2.2670419011882426,3.1269543464665417,0.0,1.0,0.0,0.0,2.0
79.45,160.0,185.0,2.013845185651353,2.328508495909377,1.0,0.0,0.0,1.0,2.0
54.9,100.0,120.0,1.8214936247723132,2.185792349726776,1.0,0.0,0.0,0.0,0.0
82.2,237.5,245.0,2.889294403892944,2.980535279805353,1.0,0.0,0.0,0.0,3.0
55.16,102.5,120.0,1.8582306018854244,2.1754894851341553,0.0,0.0,1.0,1.0,2.0
91.9,182.5,210.0,1.985854189336235,2.2850924918389555,0.0,0.0,1.0,1.0,1.0
65.84,212.5,265.0,3.2275212636695016,4.024908869987849,1.0,0.0,0.0,0.0,2.0
96.4,195.0,235.0,2.0228215767634854,2.437759336099585,0.0,0.0,1.0,1.0,1.0
45.0,110.0,120.0,2.4444444444444446,2.6666666666666665,0.0,0.0,1.0,1.0,2.0
61.25,115.0,122.5,1.8775510204081634,2.0,1.0,0.0,0.0,0.0,1.0
61.1,92.5,112.5,1.513911620294599,1.8412438625204581,1.0,0.0,0.0,1.0,2.0
68.72,107.5,130.0,1.5643189755529685,1.891734575087311,1.0,0.0,0.0,1.0,2.0
51.65,102.5,130.0,1.984511132623427,2.5169409486931267,1.0,0.0,0.0,1.0,1.0
105.3,140.0,200.0,1.3295346628679963,1.899335232668566,0.0,1.0,0.0,0.0,1.0
79.5,120.0,165.0,1.509433962264151,2.0754716981132075,1.0,0.0,0.0,1.0,3.0
111.4,375.0,320.0,3.3662477558348294,2.872531418312388,0.0,0.0,1.0,0.0,2.0
99.34,230.0,280.0,2.3152808536339844,2.8186027783370244,1.0,0.0,0.0,1.0,2.0
59.8,80.0,92.5,1.3377926421404682,1.5468227424749164,1.0,0.0,0.0,0.0,1.0
104.6,275.0,265.0,2.6290630975143405,2.5334608030592736,1.0,0.0,0.0,1.0,2.0
94.7,180.0,180.0,1.9007391763463568,1.9007391763463568,1.0,0.0,0.0,1.0,1.0
67.7,82.5,102.5,1.2186115214180206,1.5140324963072378,1.0,0.0,0.0,1.0,2.0
89.9,226.8,226.8,2.5228031145717464,2.5228031145717464,1.0,0.0,0.0,0.0,2.0
99.5,242.5,272.5,2.437185929648241,2.7386934673366836,1.0,0.0,0.0,0.0,3.0
86.7,115.0,130.0,1.3264129181084199,1.4994232987312572,1.0,0.0,0.0,1.0,4.0
65.85,117.5,165.0,1.7843583902809417,2.5056947608200457,1.0,0.0,0.0,1.0,3.0
55.68,210.0,215.0,3.771551724137931,3.8613505747126435,1.0,0.0,0.0,1.0,4.0
83.6,165.0,227.5,1.973684210526316,2.721291866028708,1.0,0.0,0.0,1.0,0.0
89.8,180.0,220.0,2.0044543429844097,2.4498886414253898,1.0,0.0,0.0,1.0,2.0
71.6,92.5,92.5,1.2918994413407823,1.2918994413407823,0.0,1.0,0.0,1.0,1.0
122.2,325.0,320.0,2.6595744680851063,2.6186579378068737,0.0,0.0,1.0,0.0,2.0
79.4,217.5,217.5,2.7392947103274556,2.7392947103274556,1.0,0.0,0.0,0.0,0.0
97.34,187.5,190.0,1.9262379289089788,1.9519211012944317,1.0,0.0,0.0,0.0,0.0
110.0,240.0,255.0,2.1818181818181817,2.3181818181818183,1.0,0.0,0.0,1.0,2.0
99.7,197.5,250.0,1.9809428284854562,2.507522567703109,0.0,1.0,0.0,1.0,3.0
123.65,275.0,290.0,2.2240194096239385,2.3453295592397896,1.0,0.0,0.0,0.0,3.0
51.36,205.0,187.5,3.9914330218068534,3.6507009345794392,0.0,0.0,1.0,0.0,2.0
90.72,167.5,192.5,1.8463403880070548,2.121913580246914,1.0,0.0,0.0,0.0,2.0
50.2,85.0,107.5,1.693227091633466,2.141434262948207,1.0,0.0,0.0,0.0,2.0
99.1,280.0,272.5,2.825428859737639,2.749747729566095,0.0,0.0,1.0,1.0,2.0
79.97,170.0,205.0,2.1257971739402275,2.5634612979867453,1.0,0.0,0.0,0.0,2.0
74.93,112.5,127.5,1.5014013078873614,1.7015881489390097,1.0,0.0,0.0,1.0,3.0
63.96,52.5,92.5,0.8208255159474671,1.4462163852407754,1.0,0.0,0.0,1.0,0.0
102.1,152.5,217.5,1.4936336924583742,2.13026444662096,1.0,0.0,0.0,1.0,1.0
95.8,237.5,285.0,2.479123173277662,2.9749478079331944,1.0,0.0,0.0,0.0,2.0
82.0,210.0,217.5,2.5609756097560976,2.652439024390244,0.0,1.0,0.0,0.0,2.0
52.6,70.3,108.9,1.3365019011406842,2.070342205323194,1.0,0.0,0.0,0.0,1.0
71.18,150.0,180.0,2.1073335206518684,2.528800224782242,0.0,0.0,1.0,1.0,0.0
110.0,190.0,255.0,1.7272727272727273,2.3181818181818183,1.0,0.0,0.0,1.0,2.0
65.25,72.5,115.0,1.1111111111111112,1.7624521072796935,1.0,0.0,0.0,1.0,4.0
80.6,192.5,202.5,2.3883374689826304,2.512406947890819,0.0,0.0,1.0,0.0,1.0
113.8,197.5,220.0,1.7355008787346222,1.9332161687170475,1.0,0.0,0.0,1.0,2.0
72.55,172.5,205.0,2.377670572019297,2.8256374913852516,1.0,0.0,0.0,0.0,2.0
118.0,260.0,260.0,2.2033898305084745,2.2033898305084745,1.0,0.0,0.0,1.0,2.0
83.59,170.0,165.0,2.033736092834071,1.9739203253977748,1.0,0.0,0.0,1.0,1.0
51.26,95.0,115.0,1.8532969176746001,2.243464689816621,0.0,0.0,1.0,1.0,2.0
64.0,110.0,167.5,1.71875,2.6171875,1.0,0.0,0.0,1.0,2.0
72.1,110.0,122.5,1.5256588072122055,1.6990291262135924,0.0,0.0,1.0,1.0,2.0
58.85,72.5,92.5,1.231945624468989,1.5717926932880204,0.0,1.0,0.0,1.0,3.0
51.87,107.5,140.0,2.072488914594178,2.699055330634278,1.0,0.0,0.0,0.0,1.0
65.15,157.5,225.0,2.417498081350729,3.4535686876438985,0.0,0.0,1.0,0.0,1.0
126.7,247.5,240.0,1.9534333070244672,1.8942383583267561,1.0,0.0,0.0,0.0,2.0
81.7,215.0,260.0,2.631578947368421,3.182374541003672,1.0,0.0,0.0,1.0,2.0
72.94,120.0,152.5,1.6451878256100905,2.09075952837949,1.0,0.0,0.0,1.0,4.0
94.5,82.5,115.0,0.873015873015873,1.216931216931217,1.0,0.0,0.0,1.0,3.0
109.0,197.5,197.5,1.811926605504587,1.811926605504587,0.0,0.0,1.0,0.0,1.0
74.6,105.0,137.5,1.4075067024128687,1.8431635388739949,1.0,0.0,0.0,1.0,2.0
99.34,285.0,280.0,2.868934970807328,2.8186027783370244,1.0,0.0,0.0,1.0,2.0
46.0,97.5,117.5,2.119565217391304,2.5543478260869565,1.0,0.0,0.0,1.0,2.0
121.9,227.5,240.0,1.8662838392124692,1.9688269073010665,1.0,0.0,0.0,1.0,2.0
87.0,120.0,170.0,1.3793103448275863,1.9540229885057472,0.0,0.0,1.0,0.0,0.0
115.94,317.51,290.3,2.7385716750043128,2.5038813179230637,0.0,0.0,1.0,0.0,3.0
77.5,110.0,100.0,1.4193548387096775,1.2903225806451613,0.0,0.0,0.0,1.0,2.0
88.37,270.0,247.5,3.055335521104447,2.8007242276790763,1.0,0.0,0.0,0.0,0.0
98.7,177.5,182.5,1.7983789260385004,1.8490374873353597,0.0,1.0,0.0,1.0,1.0
79.0,82.5,82.5,1.0443037974683544,1.0443037974683544,1.0,0.0,0.0,1.0,0.0
107.4,250.0,280.0,2.3277467411545625,2.60707635009311,0.0,0.0,1.0,1.0,2.0
108.5,290.0,322.5,2.672811059907834,2.9723502304147464,0.0,0.0,1.0,1.0,2.0
74.5,160.0,200.0,2.1476510067114094,2.684563758389262,1.0,0.0,0.0,0.0,1.0
65.91,285.0,262.5,4.32407828857533,3.982703686845699,0.0,0.0,1.0,1.0,2.0
64.3,142.5,190.0,2.2161741835147746,2.9548989113530326,0.0,0.0,1.0,0.0,0.0
71.2,207.5,220.0,2.914325842696629,3.089887640449438,1.0,0.0,0.0,1.0,0.0
110.0,170.1,158.76,1.5463636363636364,1.4432727272727273,1.0,0.0,0.0,1.0,0.0
89.8,215.0,260.0,2.3942093541202674,2.89532293986637,0.0,1.0,0.0,1.0,1.0
120.5,177.5,200.0,1.4730290456431536,1.6597510373443984,1.0,0.0,0.0,1.0,2.0
103.85,107.5,142.5,1.035146846413096,1.37217140105922,0.0,0.0,1.0,1.0,3.0
82.1,165.0,187.5,2.0097442143727164,2.2838002436053593,0.0,1.0,0.0,1.0,4.0
103.9,215.0,222.5,2.069297401347449,2.1414821944177094,1.0,0.0,0.0,1.0,1.0
162.5,395.0,320.0,2.4307692307692306,1.9692307692307693,1.0,0.0,0.0,1.0,2.0
141.6,240.0,297.5,1.6949152542372883,2.100988700564972,1.0,0.0,0.0,1.0,2.0
56.7,125.0,158.0,2.204585537918871,2.7865961199294533,1.0,0.0,0.0,1.0,3.0
144.37,355.0,322.5,2.458959617649096,2.233843596315024,1.0,0.0,0.0,1.0,2.0
88.8,292.5,215.0,3.293918918918919,2.421171171171171,1.0,0.0,0.0,1.0,1.0
66.75,120.0,112.5,1.797752808988764,1.6853932584269662,1.0,0.0,0.0,1.0,2.0
96.4,212.5,240.0,2.2043568464730288,2.4896265560165975,1.0,0.0,0.0,1.0,2.0
59.69,110.0,157.5,1.8428547495392864,2.638632936840342,0.0,0.0,1.0,1.0,2.0
64.7,115.0,142.5,1.7774343122102008,2.2024729520865534,1.0,0.0,0.0,0.0,0.0
82.6,142.5,160.0,1.7251815980629541,1.9370460048426152,0.0,1.0,0.0,0.0,1.0
62.5,82.5,125.0,1.32,2.0,1.0,0.0,0.0,0.0,1.0
79.2,182.5,197.5,2.304292929292929,2.4936868686868685,0.0,1.0,0.0,1.0,1.0
96.34,215.0,250.0,2.231679468548889,2.5949761262196387,0.0,1.0,0.0,0.0,3.0
51.8,107.5,115.0,2.0752895752895753,2.2200772200772203,0.0,0.0,1.0,0.0,2.0
133.36,294.84,362.87,2.2108578284343126,2.720980803839232,0.0,0.0,1.0,0.0,2.0
109.41,182.5,205.0,1.6680376565213417,1.873686134722603,1.0,0.0,0.0,1.0,2.0
88.68,204.91,272.5,2.3106675687866485,3.072846188543076,0.0,0.0,1.0,1.0,2.0
60.7,80.0,102.5,1.3179571663920921,1.6886326194398682,1.0,0.0,0.0,1.0,1.0
73.3,192.5,232.5,2.626193724420191,3.1718963165075036,1.0,0.0,0.0,1.0,1.0
105.4,282.5,292.5,2.6802656546489563,2.775142314990512,0.0,1.0,0.0,1.0,1.0
58.2,77.5,120.0,1.331615120274914,2.0618556701030926,0.0,0.0,1.0,1.0,2.0
61.15,110.0,112.5,1.7988552739165986,1.839738348323794,1.0,0.0,0.0,0.0,2.0
67.35,115.0,160.0,1.7074981440237567,2.3756495916852267,1.0,0.0,0.0,1.0,2.0
118.0,282.5,305.0,2.3940677966101696,2.5847457627118646,0.0,0.0,1.0,1.0,3.0
104.65,420.0,340.0,4.013377926421405,3.2489249880554225,0.0,0.0,1.0,0.0,2.0
90.0,350.0,335.0,3.888888888888889,3.7222222222222223,1.0,0.0,0.0,1.0,2.0
169.73,387.5,320.0,2.28303776586343,1.8853473163259296,1.0,0.0,0.0,1.0,2.0
61.3,92.5,145.0,1.5089722675367048,2.3654159869494293,1.0,0.0,0.0,1.0,1.0
82.4,232.5,230.0,2.8216019417475726,2.79126213592233,1.0,0.0,0.0,0.0,2.0
129.62,322.5,312.5,2.48804196883197,2.410893380651134,1.0,0.0,0.0,0.0,3.0
120.2,250.0,300.0,2.0798668885191347,2.4958402662229617,1.0,0.0,0.0,0.0,2.0
96.8,315.0,320.0,3.2541322314049586,3.3057851239669422,0.0,1.0,0.0,0.0,2.0
110.35,275.0,300.0,2.492070684186679,2.718622564567286,0.0,0.0,1.0,1.0,1.0
66.59,127.5,140.0,1.9147019071932723,2.1024177804475146,0.0,0.0,1.0,1.0,2.0
66.7,130.0,165.0,1.9490254872563717,2.4737631184407793,1.0,0.0,0.0,1.0,1.0
59.2,182.5,222.5,3.08277027027027,3.7584459459459456,1.0,0.0,0.0,0.0,3.0
74.4,167.0,220.0,2.2446236559139785,2.9569892473118276,1.0,0.0,0.0,1.0,2.0
64.75,55.0,95.0,0.8494208494208494,1.4671814671814671,0.0,1.0,0.0,1.0,4.0
92.25,227.5,277.5,2.4661246612466123,3.008130081300813,1.0,0.0,0.0,1.0,1.0
51.62,97.5,137.5,1.888802789616428,2.663696241766757,0.0,1.0,0.0,1.0,3.0
87.8,232.5,255.0,2.6480637813211847,2.9043280182232345,1.0,0.0,0.0,1.0,1.0
62.3,147.5,195.0,2.3675762439807384,3.130016051364366,0.0,1.0,0.0,1.0,2.0
57.8,110.0,105.0,1.9031141868512111,1.8166089965397925,0.0,0.0,1.0,1.0,3.0
54.9,127.5,130.0,2.3224043715846996,2.3679417122040074,1.0,0.0,0.0,0.0,2.0
98.6,180.0,197.5,1.8255578093306288,2.0030425963488847,1.0,0.0,0.0,1.0,2.0
45.54,82.5,102.5,1.8115942028985508,2.250768555116381,1.0,0.0,0.0,1.0,2.0
127.6,190.01,250.02,1.4891065830721002,1.9594043887147337,1.0,0.0,0.0,1.0,1.0
92.25,292.5,280.0,3.1707317073170733,3.035230352303523,0.0,1.0,0.0,1.0,1.0
85.7,217.5,247.5,2.5379229871645275,2.8879813302217037,1.0,0.0,0.0,0.0,2.0
56.0,167.5,205.0,2.9910714285714284,3.6607142857142856,1.0,0.0,0.0,1.0,2.0
73.8,180.0,210.0,2.4390243902439024,2.845528455284553,1.0,0.0,0.0,1.0,2.0
80.8,97.5,135.0,1.2066831683168318,1.670792079207921,1.0,0.0,0.0,1.0,3.0
57.3,127.5,125.0,2.2251308900523563,2.181500872600349,1.0,0.0,0.0,1.0,2.0
79.0,157.5,187.5,1.9936708860759493,2.3734177215189876,1.0,0.0,0.0,1.0,2.0
118.4,222.5,227.5,1.8792229729729728,1.9214527027027026,1.0,0.0,0.0,1.0,2.0
97.5,167.5,200.0,1.7179487179487178,2.051282051282051,0.0,1.0,0.0,1.0,1.0
54.98,100.0,130.0,1.8188432157148056,2.364496180429247,1.0,0.0,0.0,0.0,2.0
56.8,102.5,142.5,1.8045774647887325,2.5088028169014085,0.0,0.0,0.0,0.0,2.0
59.87,165.0,170.0,2.755971271087356,2.839485552029397,1.0,0.0,0.0,1.0,0.0
133.9,320.0,287.5,2.3898431665421955,2.147124719940254,0.0,0.0,0.0,0.0,2.0
50.1,85.0,127.5,1.6966067864271457,2.5449101796407185,0.0,0.0,1.0,0.0,2.0
61.23,108.86,124.74,1.7778866568675487,2.037236648701617,1.0,0.0,0.0,1.0,1.0
120.2,258.55,226.8,2.1509983361064893,1.8868552412645592,1.0,0.0,0.0,1.0,3.0
99.6,255.0,235.0,2.560240963855422,2.359437751004016,0.0,1.0,0.0,1.0,2.0
82.7,280.0,257.5,3.385731559854897,3.1136638452237,0.0,0.0,1.0,1.0,1.0
103.6,177.5,190.0,1.7133204633204635,1.833976833976834,0.0,1.0,0.0,1.0,3.0
62.14,90.0,122.5,1.448342452526553,1.9713550048278081,0.0,0.0,1.0,1.0,2.0
81.42,165.56,210.92,2.033407025300909,2.5905183001719476,1.0,0.0,0.0,1.0,1.0
69.15,180.0,200.0,2.6030368763557483,2.8922631959508314,0.0,1.0,0.0,1.0,1.0
139.4,200.0,237.5,1.4347202295552366,1.7037302725968435,0.0,1.0,0.0,0.0,2.0
124.6,282.5,140.0,2.2672552166934192,1.1235955056179776,1.0,0.0,0.0,0.0,2.0
66.86,85.0,137.5,1.2713131917439426,2.0565360454681425,1.0,0.0,0.0,1.0,2.0
68.08,117.5,130.0,1.7259106933019976,1.90951821386604,1.0,0.0,0.0,0.0,2.0
38.28,77.5,97.5,2.024555903866249,2.5470219435736676,1.0,0.0,0.0,1.0,1.0
67.4,100.0,115.0,1.4836795252225519,1.7062314540059347,1.0,0.0,0.0,1.0,1.0
71.45,115.0,142.5,1.609517144856543,1.994401679496151,1.0,0.0,0.0,0.0,2.0
66.22,138.0,157.5,2.0839625490788283,2.3784355179704018,1.0,0.0,0.0,0.0,4.0
102.6,200.0,252.5,1.9493177387914231,2.4610136452241718,0.0,1.0,0.0,1.0,2.0
109.95,181.44,170.1,1.6502046384720326,1.5470668485675305,1.0,0.0,0.0,1.0,1.0
69.7,117.5,160.0,1.6857962697274032,2.2955523672883786,1.0,0.0,0.0,1.0,2.0
51.4,155.0,177.5,3.0155642023346303,3.453307392996109,1.0,0.0,0.0,1.0,3.0
81.01,152.5,190.0,1.8824836439945685,2.3453894580915935,0.0,1.0,0.0,0.0,1.0
143.61,200.0,220.0,1.3926606782257502,1.5319267460483252,0.0,0.0,1.0,0.0,4.0
72.4,127.5,140.0,1.761049723756906,1.9337016574585635,1.0,0.0,0.0,1.0,1.0
62.15,125.0,137.5,2.011263073209976,2.2123893805309733,1.0,0.0,0.0,1.0,0.0
67.5,92.5,130.0,1.3703703703703705,1.9259259259259258,0.0,0.0,1.0,1.0,2.0
88.3,212.5,255.0,2.406568516421291,2.887882219705549,1.0,0.0,0.0,1.0,2.0
66.2,167.5,210.0,2.5302114803625377,3.1722054380664653,0.0,0.0,1.0,0.0,2.0
97.9,265.0,267.5,2.706843718079673,2.7323799795709904,1.0,0.0,0.0,1.0,1.0
97.16,317.5,307.5,3.26780568135035,3.164882667764512,1.0,0.0,0.0,0.0,2.0
77.88,95.0,120.0,1.2198253723677452,1.5408320493066257,1.0,0.0,0.0,0.0,3.0
56.99,75.0,110.0,1.3160203544481488,1.9301631865239515,1.0,0.0,0.0,1.0,0.0
66.77,142.5,192.5,2.134192002396286,2.883031301482702,0.0,0.0,1.0,1.0,1.0
67.7,122.5,175.0,1.809453471196455,2.58493353028065,0.0,1.0,0.0,1.0,1.0
80.92,131.5,127.0,1.625061789421651,1.569451309935739,0.0,0.0,1.0,1.0,0.0
81.3,140.0,160.0,1.7220172201722017,1.968019680196802,0.0,0.0,1.0,1.0,2.0
89.2,237.5,252.5,2.662556053811659,2.8307174887892375,0.0,0.0,1.0,1.0,0.0
63.68,155.0,157.5,2.434045226130653,2.4733040201005023,1.0,0.0,0.0,1.0,3.0
95.71,145.0,230.0,1.5149932086511337,2.4030926757914535,1.0,0.0,0.0,1.0,3.0
56.2,142.5,155.0,2.5355871886120993,2.7580071174377223,0.0,0.0,1.0,1.0,0.0
65.1,125.0,150.0,1.9201228878648235,2.3041474654377883,1.0,0.0,0.0,0.0,1.0
74.43,127.5,187.5,1.7130189439742038,2.5191455058444174,1.0,0.0,0.0,1.0,1.0
107.5,225.0,247.5,2.0930232558139537,2.302325581395349,1.0,0.0,0.0,1.0,2.0
110.0,287.5,330.0,2.6136363636363638,3.0,0.0,0.0,1.0,1.0,2.0
109.77,327.5,312.5,2.9835109774984057,2.846861619750387,1.0,0.0,0.0,1.0,2.0
73.03,95.0,115.0,1.3008352731754074,1.5746953306860194,1.0,0.0,0.0,1.0,4.0
55.43,122.47,133.81,2.209453364604005,2.4140357207288474,1.0,0.0,0.0,1.0,0.0
100.2,192.5,242.5,1.9211576846307385,2.4201596806387227,1.0,0.0,0.0,1.0,1.0
96.5,120.0,165.0,1.2435233160621761,1.7098445595854923,0.0,0.0,1.0,1.0,5.0
54.9,120.0,157.5,2.185792349726776,2.8688524590163933,0.0,0.0,1.0,1.0,3.0
122.1,182.5,242.5,1.4946764946764948,1.9860769860769862,1.0,0.0,0.0,1.0,2.0
45.9,92.5,120.5,2.0152505446623095,2.6252723311546844,1.0,0.0,0.0,1.0,2.0
98.4,165.0,195.0,1.6768292682926829,1.9817073170731707,1.0,0.0,0.0,0.0,5.0
103.8,105.0,115.0,1.0115606936416186,1.1078998073217727,1.0,0.0,0.0,0.0,1.0
122.7,295.0,260.0,2.404237978810106,2.1189894050529747,1.0,0.0,0.0,1.0,2.0
76.1,87.5,87.5,1.149802890932983,1.149802890932983,1.0,0.0,0.0,1.0,5.0
74.0,162.5,227.5,2.195945945945946,3.074324324324324,0.0,1.0,0.0,1.0,2.0
58.88,82.5,117.5,1.4011548913043477,1.9955842391304346,1.0,0.0,0.0,1.0,3.0
110.5,250.0,317.5,2.262443438914027,2.8733031674208145,0.0,0.0,1.0,1.0,2.0
82.37,197.31,217.72,2.3954109505888064,2.6431953381085345,1.0,0.0,0.0,1.0,1.0
65.35,167.5,222.5,2.5631216526396328,3.404743687834736,0.0,1.0,0.0,1.0,3.0
87.5,182.5,212.5,2.085714285714286,2.4285714285714284,1.0,0.0,0.0,1.0,2.0
70.99,136.08,172.37,1.9168897027750391,2.428088463163826,1.0,0.0,0.0,1.0,0.0
97.07,174.63,179.17,1.7990110229731122,1.8457813948696817,0.0,0.0,0.0,1.0,3.0
86.1,155.0,200.0,1.8002322880371662,2.3228803716608595,0.0,0.0,1.0,1.0,2.0
80.3,210.0,247.5,2.6151930261519305,3.082191780821918,0.0,1.0,0.0,0.0,2.0
98.5,217.5,262.5,2.2081218274111674,2.66497461928934,1.0,0.0,0.0,1.0,1.0
97.75,215.0,245.0,2.1994884910485935,2.506393861892583,1.0,0.0,0.0,1.0,4.0
78.9,160.0,197.5,2.027883396704689,2.503168567807351,1.0,0.0,0.0,1.0,0.0
99.84,278.96,181.44,2.7940705128205123,1.8173076923076923,0.0,1.0,0.0,1.0,2.0
52.4,92.5,120.0,1.765267175572519,2.290076335877863,1.0,0.0,0.0,1.0,3.0
51.25,133.0,150.5,2.5951219512195123,2.9365853658536585,1.0,0.0,0.0,1.0,3.0
82.5,87.5,117.5,1.0606060606060606,1.4242424242424243,1.0,0.0,0.0,0.0,2.0
98.97,235.0,292.5,2.3744569061331715,2.9554410427402242,0.0,0.0,1.0,0.0,2.0
82.4,147.5,160.0,1.7900485436893203,1.9417475728155338,1.0,0.0,0.0,1.0,1.0
98.8,235.0,277.5,2.3785425101214575,2.8087044534412957,0.0,0.0,1.0,0.0,2.0
80.9,112.5,127.5,1.3906056860321383,1.5760197775030902,0.0,1.0,0.0,0.0,1.0
80.4,182.5,190.0,2.2699004975124377,2.36318407960199,1.0,0.0,0.0,1.0,2.0
101.9,220.0,280.0,2.158979391560353,2.747791952894995,0.0,0.0,1.0,0.0,2.0
81.83,145.0,192.5,1.7719662715385556,2.352437981180496,1.0,0.0,0.0,1.0,2.0
89.36,245.0,220.0,2.7417188898836167,2.4619516562220234,1.0,0.0,0.0,0.0,2.0
116.05,400.0,340.0,3.4467901766479967,2.9297716501507973,0.0,0.0,1.0,1.0,2.0
98.2,280.0,270.0,2.8513238289205702,2.74949083503055,0.0,0.0,1.0,0.0,2.0
126.2,262.5,267.5,2.0800316957210776,2.119651347068146,1.0,0.0,0.0,1.0,1.0
