BodyweightKg,BestSquatKg,BestDeadliftKg,RelativeSquatStrength,RelativeDeadliftStrength,Equipment_Raw,Equipment_Single-ply,Equipment_Wraps,Sex_M,AgeCategoryEncoded
73.9,115.0,160.0,1.5561569688768606,2.165087956698241,1.0,0.0,0.0,1.0,2.0
114.85,330.0,302.5,2.873313016978668,2.633870265563779,1.0,0.0,0.0,0.0,2.0
104.7,265.0,257.5,2.531041069723018,2.4594078319006685,0.0,1.0,0.0,1.0,2.0
55.4,65.0,92.5,1.1732851985559567,1.6696750902527075,1.0,0.0,0.0,1.0,4.0
107.5,112.5,137.5,1.0465116279069768,1.2790697674418605,1.0,0.0,0.0,1.0,2.0
77.0,162.5,167.5,2.1103896103896105,2.175324675324675,1.0,0.0,0.0,0.0,1.0
87.2,202.5,252.5,2.322247706422018,2.895642201834862,1.0,0.0,0.0,1.0,1.0
82.8,250.0,277.5,3.0193236714975846,3.351449275362319,1.0,0.0,0.0,0.0,1.0
74.7,200.0,227.5,2.677376171352075,3.045515394912985,1.0,0.0,0.0,1.0,2.0
87.5,172.5,195.0,1.9714285714285715,2.2285714285714286,1.0,0.0,0.0,1.0,2.0
74.6,97.5,107.5,1.306970509383378,1.4410187667560324,0.0,1.0,0.0,1.0,0.0
84.4,187.5,210.0,2.221563981042654,2.4881516587677726,1.0,0.0,0.0,1.0,1.0
81.62,227.5,225.0,2.7873070325900513,2.7566772849791716,1.0,0.0,0.0,1.0,2.0
43.91,113.4,120.2,2.5825552265998635,2.7374174447734005,1.0,0.0,0.0,0.0,0.0
89.2,165.0,185.0,1.8497757847533631,2.0739910313901344,1.0,0.0,0.0,0.0,3.0
76.1,125.0,137.5,1.64257555847569,1.806833114323259,1.0,0.0,0.0,1.0,2.0
55.5,105.0,122.5,1.8918918918918919,2.2072072072072073,0.0,1.0,0.0,1.0,0.0
70.81,135.0,155.0,1.906510379889846,2.188956362095749,1.0,0.0,0.0,0.0,1.0
59.8,125.0,155.0,2.0903010033444818,2.5919732441471575,1.0,0.0,0.0,1.0,2.0
108.59,227.5,215.0,2.095036375356847,1.9799244866009762,0.0,0.0,1.0,1.0,2.0
111.7,222.5,277.5,1.9919427036705462,2.484333034914951,1.0,0.0,0.0,1.0,1.0
122.79,303.91,319.78,2.4750386839319165,2.6042837364606233,0.0,0.0,1.0,0.0,1.0
47.46,155.0,157.5,3.2659081331647704,3.3185840707964602,1.0,0.0,0.0,1.0,2.0
107.4,227.5,232.5,2.118249534450652,2.1648044692737427,0.0,1.0,0.0,1.0,1.0
99.4,307.5,315.0,3.0935613682092553,3.169014084507042,1.0,0.0,0.0,1.0,2.0
75.4,240.0,295.0,3.183023872679045,3.912466843501326,1.0,0.0,0.0,0.0,2.0
77.3,195.0,245.0,2.5226390685640365,3.169469598965071,1.0,0.0,0.0,1.0,2.0
103.15,225.0,270.0,2.1812893843916625,2.617547261269995,1.0,0.0,0.0,1.0,3.0
99.8,182.5,187.5,1.8286573146292586,1.8787575150300602,1.0,0.0,0.0,1.0,2.0
107.8,195.0,240.0,1.8089053803339519,2.226345083487941,1.0,0.0,0.0,1.0,2.0
53.4,82.5,102.5,1.5449438202247192,1.9194756554307117,1.0,0.0,0.0,1.0,2.0
104.25,170.0,275.0,1.630695443645084,2.6378896882494005,1.0,0.0,0.0,1.0,4.0
101.8,285.0,272.5,2.7996070726915523,2.6768172888015718,1.0,0.0,0.0,1.0,4.0
78.72,125.0,152.5,1.5879065040650406,1.9372459349593496,1.0,0.0,0.0,1.0,2.0
92.95,260.0,282.5,2.797202797202797,3.0392684238838084,0.0,0.0,1.0,1.0,1.0
56.68,93.0,120.0,1.6407904022582922,2.117148906139732,1.0,0.0,0.0,1.0,4.0
93.9,210.0,265.0,2.2364217252396164,2.822151224707135,0.0,0.0,1.0,1.0,1.0
87.75,165.0,205.0,1.8803418803418803,2.336182336182336,1.0,0.0,0.0,0.0,1.0
107.85,180.0,220.0,1.6689847009735745,2.039870190078813,1.0,0.0,0.0,1.0,2.0
88.9,212.5,235.0,2.390326209223847,2.6434195725534306,1.0,0.0,0.0,1.0,2.0
89.04,165.0,205.0,1.8530997304582209,2.3023360287511228,1.0,0.0,0.0,1.0,4.0
73.1,182.5,190.0,2.4965800273597814,2.5991792065663475,1.0,0.0,0.0,0.0,2.0
66.5,92.5,110.0,1.3909774436090225,1.6541353383458646,1.0,0.0,0.0,1.0,1.0
71.9,122.5,140.0,1.7037552155771905,1.9471488178025034,1.0,0.0,0.0,1.0,0.0
50.4,102.5,137.5,2.0337301587301586,2.7281746031746033,0.0,0.0,1.0,1.0,1.0
97.6,190.0,230.0,1.94672131147541,2.3565573770491803,0.0,0.0,1.0,1.0,2.0
97.3,210.0,210.0,2.158273381294964,2.158273381294964,0.0,1.0,0.0,1.0,2.0
70.5,142.5,182.5,2.021276595744681,2.5886524822695036,1.0,0.0,0.0,1.0,2.0
106.8,340.0,335.0,3.1835205992509366,3.1367041198501875,0.0,1.0,0.0,1.0,2.0
59.96,260.0,245.0,4.336224149432955,4.086057371581054,1.0,0.0,0.0,0.0,2.0
95.1,237.5,230.0,2.4973711882229233,2.4185068349106205,1.0,0.0,0.0,0.0,3.0
82.2,112.5,140.0,1.3686131386861313,1.70316301703163,1.0,0.0,0.0,0.0,2.0
62.8,150.0,190.0,2.388535031847134,3.0254777070063694,0.0,0.0,1.0,0.0,1.0
80.2,160.0,172.5,1.99501246882793,2.150872817955112,1.0,0.0,0.0,1.0,1.0
159.5,300.0,287.5,1.8808777429467085,1.8025078369905956,1.0,0.0,0.0,1.0,2.0
60.95,125.0,135.0,2.0508613617719442,2.2149302707136997,1.0,0.0,0.0,1.0,1.0
51.0,100.0,127.5,1.9607843137254901,2.5,0.0,0.0,1.0,1.0,1.0
96.34,295.02,300.01,3.0622794270292713,3.114075150508615,0.0,0.0,1.0,1.0,2.0
127.91,290.3,283.5,2.269564537565476,2.21640215776718,1.0,0.0,0.0,0.0,3.0
138.01,232.5,235.0,1.6846605318455186,1.7027751612202016,0.0,0.0,1.0,0.0,3.0
161.8,205.0,205.0,1.2669962917181705,1.2669962917181705,1.0,0.0,0.0,0.0,3.0
71.2,120.0,125.0,1.6853932584269662,1.7556179775280898,1.0,0.0,0.0,0.0,1.0
62.67,140.0,162.5,2.2339237274613053,2.5929471836604434,1.0,0.0,0.0,1.0,2.0
56.35,95.0,107.5,1.6858917480035491,1.9077196095829636,1.0,0.0,0.0,1.0,2.0
61.92,110.0,120.0,1.776485788113695,1.937984496124031,1.0,0.0,0.0,1.0,2.0
95.25,302.5,247.5,3.1758530183727034,2.5984251968503935,1.0,0.0,0.0,1.0,4.0
82.4,240.0,237.5,2.9126213592233006,2.882281553398058,1.0,0.0,0.0,1.0,2.0
101.5,227.5,277.5,2.2413793103448274,2.7339901477832513,1.0,0.0,0.0,1.0,1.0
85.96,150.0,175.0,1.7449976733364356,2.035830618892508,1.0,0.0,0.0,1.0,2.0
99.56,205.0,257.5,2.0590598633989554,2.5863800723182,0.0,1.0,0.0,1.0,2.0
54.5,85.0,130.0,1.5596330275229358,2.385321100917431,0.0,1.0,0.0,1.0,3.0
81.5,305.0,272.5,3.7423312883435584,3.3435582822085887,1.0,0.0,0.0,1.0,1.0
97.3,160.0,177.5,1.644398766700925,1.8242548818088387,1.0,0.0,0.0,1.0,4.0
57.47,124.7,136.1,2.1698277362101965,2.3681921002262047,1.0,0.0,0.0,1.0,0.0
62.7,97.5,110.0,1.555023923444976,1.7543859649122806,0.0,1.0,0.0,1.0,4.0
65.6,182.5,200.0,2.7820121951219514,3.048780487804878,1.0,0.0,0.0,1.0,2.0
82.1,197.5,250.0,2.405602923264312,3.0450669914738127,0.0,1.0,0.0,1.0,2.0
98.8,300.0,300.0,3.0364372469635628,3.0364372469635628,1.0,0.0,0.0,0.0,2.0
65.9,185.0,215.0,2.807283763277693,3.2625189681335356,1.0,0.0,0.0,0.0,1.0
82.9,117.5,140.0,1.4173703256936065,1.6887816646562122,1.0,0.0,0.0,0.0,4.0
90.9,260.0,282.5,2.86028602860286,3.1078107810781077,0.0,1.0,0.0,1.0,2.0
87.7,215.0,232.5,2.451539338654504,2.6510832383124288,0.0,0.0,1.0,1.0,2.0
66.85,102.5,105.0,1.5332834704562455,1.5706806282722514,1.0,0.0,0.0,1.0,1.0
129.6,217.5,142.5,1.678240740740741,1.099537037037037,0.0,1.0,0.0,1.0,2.0
122.7,30.0,277.5,0.24449877750611246,2.26161369193154,1.0,0.0,0.0,1.0,2.0
59.69,147.5,193.0,2.4711006868822247,3.233372424191657,1.0,0.0,0.0,1.0,2.0
143.4,272.5,265.0,1.9002789400278939,1.8479776847977685,0.0,0.0,0.0,1.0,2.0
70.3,92.5,105.0,1.3157894736842106,1.4935988620199148,0.0,1.0,0.0,1.0,2.0
88.2,172.5,212.5,1.95578231292517,2.4092970521541948,1.0,0.0,0.0,1.0,1.0
65.77,112.5,115.0,1.710506309867721,1.7485175611981147,1.0,0.0,0.0,1.0,2.0
104.1,287.5,275.0,2.7617675312199808,2.6416906820365034,0.0,0.0,0.0,1.0,2.0
49.4,90.0,115.0,1.8218623481781377,2.327935222672065,1.0,0.0,0.0,0.0,2.0
122.3,285.0,330.0,2.3303352412101392,2.698282910874898,1.0,0.0,0.0,1.0,2.0
88.8,250.0,245.0,2.815315315315315,2.759009009009009,0.0,0.0,1.0,0.0,2.0
130.85,305.0,277.5,2.330913259457394,2.1207489491784486,1.0,0.0,0.0,1.0,2.0
103.3,217.5,260.0,2.1055179090029044,2.5169409486931267,0.0,0.0,1.0,0.0,2.0
55.4,77.5,102.5,1.3989169675090254,1.8501805054151625,1.0,0.0,0.0,1.0,1.0
139.0,400.0,337.5,2.8776978417266186,2.4280575539568345,1.0,0.0,0.0,1.0,2.0
82.09,260.0,250.0,3.1672554513339017,3.0454379339749056,0.0,0.0,1.0,1.0,1.0
108.6,202.5,215.0,1.8646408839779007,1.979742173112339,0.0,0.0,1.0,1.0,2.0
98.47,197.5,237.5,2.0056870112724687,2.4119021021630953,0.0,1.0,0.0,1.0,5.0
73.8,190.0,210.0,2.5745257452574526,2.845528455284553,1.0,0.0,0.0,0.0,2.0
66.0,125.0,175.0,1.893939393939394,2.6515151515151514,1.0,0.0,0.0,0.0,1.0
145.15,190.51,190.51,1.312504305890458,1.312504305890458,1.0,0.0,0.0,0.0,1.0
51.5,97.5,102.5,1.8932038834951457,1.9902912621359223,0.0,0.0,1.0,1.0,3.0
110.0,251.74,294.84,2.2885454545454547,2.6803636363636363,1.0,0.0,0.0,0.0,3.0
89.75,235.0,250.0,2.618384401114206,2.785515320334262,0.0,0.0,1.0,1.0,2.0
63.55,107.5,130.0,1.6915814319433518,2.0456333595594023,1.0,0.0,0.0,1.0,3.0
63.6,95.0,115.0,1.4937106918238994,1.8081761006289307,0.0,0.0,1.0,1.0,1.0
56.69,107.5,110.0,1.8962780031751632,1.9403774916210972,1.0,0.0,0.0,0.0,1.0
58.4,80.0,120.0,1.36986301369863,2.0547945205479454,1.0,0.0,0.0,1.0,2.0
99.2,272.5,285.0,2.746975806451613,2.872983870967742,1.0,0.0,0.0,0.0,2.0
66.7,245.0,217.5,3.6731634182908546,3.260869565217391,1.0,0.0,0.0,1.0,2.0
76.1,105.0,132.5,1.3797634691195797,1.7411300919842314,1.0,0.0,0.0,1.0,2.0
89.68,220.0,240.0,2.4531668153434434,2.676181980374665,1.0,0.0,0.0,1.0,2.0
59.87,97.52,129.27,1.6288625354935693,2.1591782194755305,1.0,0.0,0.0,1.0,2.0
54.6,97.5,142.5,1.7857142857142856,2.60989010989011,1.0,0.0,0.0,1.0,1.0
117.7,245.0,225.0,2.0815632965165674,1.9116397621070518,0.0,0.0,1.0,1.0,2.0
104.05,280.0,300.0,2.691013935607881,2.8832292167227296,0.0,0.0,0.0,0.0,2.0
74.7,107.5,127.5,1.4390896921017402,1.7068273092369477,1.0,0.0,0.0,0.0,2.0
53.5,102.5,127.5,1.9158878504672898,2.383177570093458,1.0,0.0,0.0,0.0,1.0
74.1,172.5,205.0,2.327935222672065,2.766531713900135,1.0,0.0,0.0,0.0,2.0
116.59,290.0,290.0,2.4873488292306374,2.4873488292306374,0.0,1.0,0.0,1.0,1.0
104.2,227.5,237.5,2.1833013435700575,2.2792706333973127,0.0,0.0,0.0,1.0,3.0
70.95,155.0,167.5,2.1846370683579983,2.3608174770965467,1.0,0.0,0.0,0.0,2.0
103.5,160.0,192.5,1.5458937198067633,1.8599033816425121,1.0,0.0,0.0,1.0,2.0
93.45,190.0,220.0,2.0331728196896734,2.354200107009096,1.0,0.0,0.0,1.0,2.0
86.7,155.0,185.0,1.7877739331026528,2.1337946943483277,0.0,1.0,0.0,0.0,2.0
137.0,272.5,240.0,1.989051094890511,1.7518248175182483,1.0,0.0,0.0,1.0,2.0
54.8,75.0,95.0,1.3686131386861315,1.7335766423357666,1.0,0.0,0.0,1.0,2.0
98.6,230.0,292.5,2.3326572008113593,2.9665314401622718,1.0,0.0,0.0,0.0,2.0
88.5,177.5,205.0,2.005649717514124,2.3163841807909606,1.0,0.0,0.0,1.0,3.0
72.7,170.0,205.0,2.33837689133425,2.8198074277854195,1.0,0.0,0.0,0.0,2.0
92.6,180.0,220.0,1.9438444924406049,2.375809935205184,1.0,0.0,0.0,1.0,1.0
83.01,102.5,135.0,1.2347909890374653,1.6263100831225152,0.0,0.0,1.0,1.0,3.0
81.4,205.0,240.0,2.518427518427518,2.9484029484029484,1.0,0.0,0.0,1.0,1.0
73.44,210.9,210.9,2.871732026143791,2.871732026143791,0.0,0.0,1.0,1.0,1.0
113.9,297.5,272.5,2.6119402985074625,2.392449517120281,0.0,0.0,1.0,1.0,3.0
57.6,85.0,152.5,1.4756944444444444,2.647569444444444,1.0,0.0,0.0,1.0,2.0
66.2,90.0,117.5,1.3595166163141994,1.7749244712990935,1.0,0.0,0.0,0.0,0.0
69.08,136.1,149.7,1.9701795020266357,2.1670526925303992,1.0,0.0,0.0,1.0,1.0
115.2,372.5,305.0,3.233506944444444,2.647569444444444,1.0,0.0,0.0,1.0,1.0
99.25,215.0,245.0,2.1662468513853903,2.468513853904282,1.0,0.0,0.0,0.0,2.0
120.84,385.0,305.0,3.186031115524661,2.523998675935121,1.0,0.0,0.0,1.0,3.0
96.34,307.5,307.5,3.1918206352501555,3.1918206352501555,1.0,0.0,0.0,1.0,2.0
67.2,90.0,125.0,1.3392857142857142,1.8601190476190474,1.0,0.0,0.0,1.0,2.0
98.3,240.0,275.0,2.441505595116989,2.7975584944048832,1.0,0.0,0.0,0.0,2.0
82.19,251.74,260.82,3.062903029565641,3.173378756539725,1.0,0.0,0.0,1.0,2.0
92.0,265.0,280.0,2.880434782608696,3.0434782608695654,0.0,0.0,1.0,0.0,1.0
72.1,170.0,215.0,2.357836338418863,2.981969486823856,1.0,0.0,0.0,1.0,1.0
91.51,255.0,302.5,2.7865807015626705,3.305649655775325,1.0,0.0,0.0,0.0,2.0
69.6,152.5,182.5,2.1910919540229887,2.6221264367816093,1.0,0.0,0.0,0.0,2.0
79.4,155.0,227.5,1.9521410579345087,2.865239294710327,0.0,0.0,0.0,1.0,2.0
55.34,168.0,200.0,3.035778821828695,3.614022406938923,1.0,0.0,0.0,0.0,2.0
131.45,205.0,240.0,1.5595283377710156,1.8257892734880183,0.0,0.0,1.0,1.0,1.0
67.3,117.5,130.0,1.7459138187221397,1.9316493313521546,1.0,0.0,0.0,1.0,3.0
123.51,367.41,297.1,2.9747388875394707,2.405473241033115,0.0,0.0,0.0,1.0,3.0
89.72,170.0,180.0,1.8947837717342844,2.0062416406598307,1.0,0.0,0.0,1.0,4.0
73.7,200.0,245.0,2.7137042062415198,3.3242876526458613,1.0,0.0,0.0,0.0,1.0
100.0,170.1,204.12,1.7009999999999998,2.0412,0.0,0.0,1.0,1.0,1.0
52.3,85.0,107.5,1.6252390057361377,2.0554493307839388,1.0,0.0,0.0,0.0,1.0
82.79,215.0,260.0,2.5969319966179487,3.1404759028868217,1.0,0.0,0.0,1.0,1.0
97.43,182.5,202.5,1.8731396900338704,2.0784152725033356,1.0,0.0,0.0,1.0,2.0
89.6,182.5,205.0,2.036830357142857,2.287946428571429,1.0,0.0,0.0,1.0,3.0
121.7,300.0,277.5,2.4650780608052587,2.2801972062448645,1.0,0.0,0.0,0.0,3.0
70.7,145.0,145.0,2.050919377652051,2.050919377652051,1.0,0.0,0.0,1.0,1.0
100.1,42.5,105.0,0.4245754245754246,1.048951048951049,1.0,0.0,0.0,0.0,6.0
65.2,157.5,205.0,2.415644171779141,3.144171779141104,1.0,0.0,0.0,0.0,0.0
99.3,75.0,115.0,0.7552870090634441,1.1581067472306144,1.0,0.0,0.0,0.0,0.0
81.0,197.5,217.5,2.4382716049382718,2.685185185185185,0.0,1.0,0.0,1.0,1.0
66.0,105.0,175.0,1.5909090909090908,2.6515151515151514,1.0,0.0,0.0,1.0,4.0
111.8,300.0,265.0,2.683363148479428,2.370304114490161,1.0,0.0,0.0,1.0,2.0
59.47,107.5,142.5,1.8076341012275097,2.3961661341853038,1.0,0.0,0.0,1.0,2.0
91.08,182.5,220.0,2.0037329819938514,2.4154589371980677,1.0,0.0,0.0,1.0,6.0
103.87,130.0,175.0,1.2515644555694618,1.6847983055742755,0.0,0.0,1.0,1.0,2.0
55.07,102.5,160.0,1.8612674777555838,2.905393136008716,0.0,1.0,0.0,0.0,1.0
59.0,92.5,135.0,1.5677966101694916,2.288135593220339,0.0,0.0,1.0,0.0,2.0
107.8,137.5,147.5,1.2755102040816326,1.3682745825602969,1.0,0.0,0.0,0.0,2.0
88.5,305.0,262.5,3.446327683615819,2.9661016949152543,0.0,0.0,0.0,1.0,2.0
88.8,210.0,240.0,2.364864864864865,2.7027027027027026,1.0,0.0,0.0,1.0,4.0
128.82,432.5,60.0,3.3573979195777057,0.4657661853749418,1.0,0.0,0.0,0.0,2.0
73.75,210.0,250.0,2.847457627118644,3.389830508474576,1.0,0.0,0.0,1.0,3.0
56.25,85.0,120.0,1.511111111111111,2.1333333333333333,1.0,0.0,0.0,1.0,3.0
66.2,107.5,140.0,1.6238670694864048,2.114803625377643,1.0,0.0,0.0,0.0,5.0
60.7,200.0,255.0,3.2948929159802307,4.200988467874794,0.0,0.0,1.0,1.0,2.0
107.5,249.48,260.82,2.3207441860465114,2.4262325581395348,0.0,0.0,1.0,0.0,2.0
81.0,272.5,300.0,3.3641975308641974,3.7037037037037037,1.0,0.0,0.0,0.0,1.0
107.2,230.0,205.0,2.1455223880597014,1.912313432835821,0.0,1.0,0.0,1.0,5.0
120.7,272.5,300.0,2.257663628831814,2.485501242750621,0.0,1.0,0.0,0.0,2.0
117.3,265.0,305.0,2.259164535379369,2.6001705029838025,1.0,0.0,0.0,1.0,2.0
70.1,155.0,192.5,2.211126961483595,2.746077032810271,1.0,0.0,0.0,1.0,2.0
108.25,242.5,227.5,2.240184757505774,2.1016166281755195,1.0,0.0,0.0,1.0,4.0
120.42,90.0,120.0,0.7473841554559043,0.9965122072745392,1.0,0.0,0.0,1.0,6.0
81.4,165.0,200.0,2.0270270270270268,2.457002457002457,1.0,0.0,0.0,1.0,2.0
74.0,100.0,127.5,1.3513513513513513,1.722972972972973,1.0,0.0,0.0,1.0,1.0
103.2,160.0,215.0,1.5503875968992247,2.0833333333333335,1.0,0.0,0.0,0.0,2.0
104.0,237.5,255.0,2.2836538461538463,2.451923076923077,1.0,0.0,0.0,1.0,4.0
82.9,235.0,310.0,2.834740651387213,3.7394451145958985,1.0,0.0,0.0,1.0,2.0
82.5,82.5,117.5,1.0,1.4242424242424243,1.0,0.0,0.0,1.0,4.0
66.8,97.5,132.5,1.4595808383233533,1.9835329341317367,0.0,0.0,1.0,1.0,3.0
88.5,165.0,167.5,1.8644067796610169,1.8926553672316384,1.0,0.0,0.0,1.0,2.0
82.48,155.0,162.5,1.8792434529582929,1.9701745877788555,1.0,0.0,0.0,0.0,2.0
109.78,290.0,272.5,2.6416469302240846,2.4822372016760794,1.0,0.0,0.0,1.0,2.0
89.7,210.0,230.0,2.341137123745819,2.564102564102564,0.0,0.0,1.0,0.0,2.0
154.1,345.0,320.0,2.238805970149254,2.0765736534717716,0.0,0.0,1.0,1.0,2.0
98.88,320.0,285.0,3.236245954692557,2.8822815533980584,1.0,0.0,0.0,0.0,2.0
147.5,267.5,262.5,1.8135593220338984,1.7796610169491525,0.0,0.0,1.0,0.0,2.0
74.2,172.5,222.5,2.324797843665768,2.998652291105121,1.0,0.0,0.0,1.0,2.0
98.43,249.48,308.44,2.5345931118561413,3.1335974804429543,0.0,0.0,1.0,1.0,2.0
80.8,150.0,130.0,1.8564356435643565,1.608910891089109,1.0,0.0,0.0,1.0,0.0
78.2,210.0,215.0,2.6854219948849103,2.7493606138107416,1.0,0.0,0.0,0.0,2.0
109.54,135.0,160.0,1.2324265108636114,1.460653642505021,0.0,1.0,0.0,1.0,2.0
71.79,220.0,272.5,3.064493662069926,3.7957932859729766,1.0,0.0,0.0,1.0,1.0
117.8,187.5,235.0,1.5916808149405772,1.9949066213921902,0.0,0.0,1.0,0.0,1.0
74.39,317.51,308.44,4.268181207151499,4.146256217233499,1.0,0.0,0.0,1.0,2.0
73.9,225.0,277.5,3.044654939106901,3.755074424898511,1.0,0.0,0.0,1.0,3.0
62.47,185.0,177.5,2.9614214823115095,2.8413638546502322,0.0,0.0,1.0,1.0,2.0
76.4,90.0,102.5,1.1780104712041883,1.3416230366492146,1.0,0.0,0.0,1.0,2.0
55.2,75.0,107.5,1.358695652173913,1.947463768115942,1.0,0.0,0.0,1.0,2.0
54.05,100.0,130.0,1.8501387604070305,2.4051803885291396,1.0,0.0,0.0,1.0,1.0
46.3,50.0,82.5,1.0799136069114472,1.7818574514038878,0.0,0.0,1.0,1.0,6.0
82.1,165.0,220.0,2.0097442143727164,2.679658952496955,0.0,1.0,0.0,0.0,1.0
61.6,112.5,130.0,1.8262987012987013,2.1103896103896105,1.0,0.0,0.0,0.0,1.0
80.55,212.5,280.0,2.638112973308504,3.476101800124147,1.0,0.0,0.0,0.0,2.0
121.7,270.0,297.5,2.218570254724733,2.4445357436318815,1.0,0.0,0.0,1.0,4.0
68.27,137.5,175.0,2.014061813388018,2.5633513988574776,1.0,0.0,0.0,0.0,3.0
79.85,220.0,255.0,2.7551659361302443,3.1934877896055105,1.0,0.0,0.0,1.0,2.0
104.6,245.0,270.0,2.3422562141491396,2.581261950286807,0.0,1.0,0.0,0.0,1.0
59.74,132.5,142.5,2.21794442584533,2.3853364579845997,1.0,0.0,0.0,0.0,1.0
82.2,190.0,255.0,2.3114355231143553,3.102189781021898,1.0,0.0,0.0,0.0,1.0
102.0,72.5,100.0,0.7107843137254902,0.9803921568627451,1.0,0.0,0.0,1.0,0.0
58.25,107.5,112.5,1.8454935622317596,1.9313304721030042,1.0,0.0,0.0,1.0,4.0
88.2,232.5,280.0,2.636054421768707,3.1746031746031744,1.0,0.0,0.0,1.0,2.0
81.8,215.0,275.0,2.628361858190709,3.3618581907090466,1.0,0.0,0.0,1.0,1.0
109.0,262.5,265.0,2.408256880733945,2.4311926605504586,0.0,1.0,0.0,1.0,3.0
98.8,197.5,192.5,1.9989878542510122,1.9483805668016194,1.0,0.0,0.0,1.0,2.0
74.35,125.0,157.5,1.6812373907195697,2.118359112306658,1.0,0.0,0.0,0.0,2.0
48.35,115.0,157.5,2.378490175801448,3.2574974146845914,0.0,0.0,0.0,1.0,0.0
89.1,200.0,230.0,2.244668911335578,2.581369248035915,1.0,0.0,0.0,0.0,2.0
54.25,108.86,124.74,2.0066359447004607,2.2993548387096774,1.0,0.0,0.0,1.0,3.0
50.8,75.0,102.5,1.4763779527559056,2.017716535433071,1.0,0.0,0.0,1.0,2.0
59.0,142.5,157.5,2.4152542372881354,2.669491525423729,0.0,0.0,1.0,1.0,1.0
115.0,207.5,207.5,1.8043478260869565,1.8043478260869565,0.0,1.0,0.0,1.0,2.0
76.25,110.0,120.0,1.4426229508196722,1.5737704918032787,0.0,0.0,1.0,1.0,1.0
92.84,175.0,200.0,1.884963377854373,2.1542438604049976,0.0,1.0,0.0,1.0,1.0
70.2,125.0,140.0,1.7806267806267806,1.9943019943019942,0.0,0.0,1.0,1.0,2.0
51.74,102.5,130.0,1.9810591418631618,2.5125628140703515,0.0,1.0,0.0,1.0,1.0
56.5,142.5,152.5,2.52212389380531,2.6991150442477876,1.0,0.0,0.0,1.0,2.0
116.4,147.5,215.0,1.2671821305841924,1.8470790378006872,0.0,0.0,1.0,1.0,2.0
81.4,240.0,245.0,2.9484029484029484,3.0098280098280097,1.0,0.0,0.0,1.0,1.0
125.5,260.0,200.0,2.0717131474103585,1.593625498007968,1.0,0.0,0.0,1.0,0.0
73.71,192.5,220.0,2.6115859449192786,2.9846696513363185,0.0,0.0,0.0,1.0,1.0
92.0,192.5,237.5,2.092391304347826,2.5815217391304346,1.0,0.0,0.0,0.0,1.0
73.48,162.5,227.5,2.2114861186717474,3.0960805661404462,0.0,1.0,0.0,0.0,2.0
119.3,310.0,305.0,2.5984911986588433,2.556580050293378,1.0,0.0,0.0,1.0,2.0
109.27,175.0,220.0,1.6015374759769379,2.0133613983710075,1.0,0.0,0.0,1.0,5.0
66.2,195.0,242.5,2.945619335347432,3.6631419939577037,1.0,0.0,0.0,0.0,2.0
72.53,152.5,202.5,2.1025782434854543,2.7919481593823243,1.0,0.0,0.0,0.0,2.0
86.5,165.0,182.5,1.907514450867052,2.1098265895953756,0.0,0.0,1.0,0.0,1.0
74.3,175.0,240.0,2.3553162853297445,3.2301480484522207,1.0,0.0,0.0,1.0,2.0
81.0,192.5,227.5,2.376543209876543,2.808641975308642,1.0,0.0,0.0,1.0,2.0
63.5,69.97,87.43,1.1018897637795275,1.3768503937007874,0.0,0.0,1.0,1.0,3.0
115.7,280.0,305.0,2.4200518582541055,2.6361279170267933,1.0,0.0,0.0,1.0,2.0
65.65,232.5,222.5,3.5415079969535412,3.389185072353389,1.0,0.0,0.0,0.0,0.0
164.5,305.0,295.0,1.8541033434650456,1.7933130699088147,0.0,1.0,0.0,1.0,3.0
102.4,200.0,205.0,1.953125,2.001953125,0.0,1.0,0.0,1.0,1.0
89.6,250.0,260.0,2.7901785714285716,2.9017857142857144,1.0,0.0,0.0,0.0,2.0
103.6,227.5,265.0,2.195945945945946,2.557915057915058,0.0,0.0,1.0,1.0,2.0
73.68,252.5,235.0,3.4269815418023883,3.1894679695982626,1.0,0.0,0.0,1.0,2.0
56.0,125.0,162.5,2.232142857142857,2.9017857142857144,1.0,0.0,0.0,0.0,0.0
82.1,202.5,235.0,2.466504263093788,2.862362971985384,1.0,0.0,0.0,1.0,2.0
98.07,270.0,300.0,2.7531355154481494,3.059039461609055,1.0,0.0,0.0,1.0,2.0
113.7,287.5,290.0,2.52858399296394,2.550571679859279,1.0,0.0,0.0,1.0,2.0
60.25,100.0,145.0,1.6597510373443984,2.4066390041493775,0.0,0.0,1.0,0.0,2.0
129.3,310.0,302.5,2.3975251353441607,2.339520494972931,0.0,1.0,0.0,1.0,2.0
66.86,113.4,117.93,1.6960813640442718,1.7638348788513312,1.0,0.0,0.0,1.0,2.0
65.41,232.5,260.0,3.5545023696682465,3.9749273811343833,1.0,0.0,0.0,1.0,2.0
97.7,282.5,225.0,2.8915046059365404,2.3029682702149437,1.0,0.0,0.0,0.0,2.0
46.55,107.5,130.0,2.309344790547798,2.7926960257787328,0.0,0.0,1.0,1.0,4.0
74.39,145.15,154.22,1.95120311869875,2.0731281086167495,1.0,0.0,0.0,1.0,3.0
96.62,47.5,85.0,0.4916166425170772,0.8797350445042433,0.0,1.0,0.0,1.0,5.0
99.55,240.0,237.5,2.410848819688599,2.385735811150176,1.0,0.0,0.0,1.0,1.0
